skill,city,sector,mention_count,week_over_week_change,month_over_month_change,direction,gov_training_seats,gov_courses,has_gov_course,snapshot_date
Machine Learning,Mumbai,All,249,37,122,rising,3277,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.369895+00
Filing/Clerical,Chandigarh,All,249,-18,-65,declining,0,[],f,2026-03-06 03:15:31.561729+00
Tableau/Power BI,Vadodara,All,249,18,58,rising,4931,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.525224+00
Salesforce,Raipur,All,248,15,43,rising,4666,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.694902+00
Computer Vision,Ahmedabad,All,248,25,80,rising,0,[],f,2026-03-06 03:15:31.441891+00
Telemarketing,Mangaluru,All,247,-23,-85,declining,0,[],f,2026-03-06 03:15:31.667066+00
Hardware Troubleshooting,Chennai,All,247,-13,-35,declining,0,[],f,2026-03-06 03:15:31.419065+00
PHP Development,Jaipur,All,246,-11,-46,declining,0,[],f,2026-03-06 03:15:31.487536+00
Tableau/Power BI,Ahmedabad,All,245,16,56,rising,708,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.444009+00
AI Quality Review,Madurai,All,244,37,132,rising,0,[],f,2026-03-06 03:15:31.605822+00
VB.NET,Lucknow,All,243,-6,-33,declining,0,[],f,2026-03-06 03:15:31.511066+00
Desktop Publishing,Kolkata,All,243,-14,-56,declining,0,[],f,2026-03-06 03:15:31.428083+00
AI-assisted Content Moderation,Lucknow,All,243,81,281,rising,0,[],f,2026-03-06 03:15:31.504081+00
AI-assisted Content Moderation,Bhopal,All,243,78,278,rising,0,[],f,2026-03-06 03:15:31.514215+00
Data Entry,Patna,All,243,-24,-79,declining,0,[],f,2026-03-06 03:15:31.548194+00
Blockchain,Rajkot,All,243,8,33,rising,0,[],f,2026-03-06 03:15:31.621176+00
AI-assisted Content Moderation,Pune,All,243,80,280,rising,0,[],f,2026-03-06 03:15:31.432889+00
Cloud Computing (AWS),Lucknow,All,242,22,85,rising,886,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.50218+00
Manual Bookkeeping,Bangalore,All,242,-18,-58,declining,0,[],f,2026-03-06 03:15:31.397059+00
Dreamweaver,Kolkata,All,242,-8,-23,declining,0,[],f,2026-03-06 03:15:31.430067+00
Blockchain,Indore,All,242,10,35,rising,0,[],f,2026-03-06 03:15:31.465542+00
LLM Fine-Tuning,Thiruvananthapuram,All,240,27,105,rising,0,[],f,2026-03-06 03:15:31.585565+00
Copy Typing,Indore,All,240,-25,-95,declining,0,[],f,2026-03-06 03:15:31.467663+00
Filing/Clerical,Nagpur,All,240,-24,-71,declining,0,[],f,2026-03-06 03:15:31.458738+00
Salesforce,Siliguri,All,239,8,36,rising,557,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.747259+00
Hardware Troubleshooting,Bangalore,All,239,-6,-28,declining,0,[],f,2026-03-06 03:15:31.398923+00
Filing/Clerical,Chennai,All,239,-24,-71,declining,0,[],f,2026-03-06 03:15:31.418565+00
Computer Vision,Jodhpur,All,239,17,72,rising,0,[],f,2026-03-06 03:15:31.628325+00
DevOps/CI-CD,Patna,All,238,17,67,rising,3081,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.544498+00
VB.NET,Pune,All,238,-8,-35,declining,0,[],f,2026-03-06 03:15:31.439939+00
Legacy COBOL,Raipur,All,237,-12,-32,declining,0,[],f,2026-03-06 03:15:31.699078+00
LLM Fine-Tuning,Madurai,All,237,34,112,rising,0,[],f,2026-03-06 03:15:31.606868+00
Hardware Troubleshooting,Kochi,All,237,-4,-26,declining,0,[],f,2026-03-06 03:15:31.572421+00
Telemarketing,Kochi,All,237,-29,-91,declining,0,[],f,2026-03-06 03:15:31.571662+00
Copy Typing,Madurai,All,236,-29,-99,declining,0,[],f,2026-03-06 03:15:31.612684+00
Desktop Publishing,Thiruvananthapuram,All,236,-20,-62,declining,0,[],f,2026-03-06 03:15:31.592582+00
Network Cabling,Bhopal,All,235,-10,-27,declining,0,[],f,2026-03-06 03:15:31.520766+00
Computer Vision,Coimbatore,All,235,19,74,rising,0,[],f,2026-03-06 03:15:31.472364+00
Desktop Publishing,Dehradun,All,235,-20,-62,declining,0,[],f,2026-03-06 03:15:31.656195+00
Shorthand,Kolkata,All,235,-26,-101,declining,0,[],f,2026-03-06 03:15:31.429551+00
Desktop Publishing,Visakhapatnam,All,235,-13,-55,declining,0,[],f,2026-03-06 03:15:31.581843+00
UI/UX Design,Jaipur,All,234,14,52,rising,4435,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.485032+00
Kubernetes/Docker,Nagpur,All,234,16,64,rising,0,[],f,2026-03-06 03:15:31.453839+00
Voice Support,Kochi,All,233,-31,-108,declining,0,[],f,2026-03-06 03:15:31.568608+00
Kubernetes/Docker,Kochi,All,232,15,63,rising,0,[],f,2026-03-06 03:15:31.566882+00
Telemarketing,Hyderabad,All,232,-21,-83,declining,0,[],f,2026-03-06 03:15:31.408135+00
Python for Data,Dehradun,All,232,24,97,rising,2900,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.648474+00
UI/UX Design,Bangalore,All,231,17,55,rising,249,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.393784+00
LLM Fine-Tuning,Kochi,All,231,36,114,rising,0,[],f,2026-03-06 03:15:31.564842+00
Cybersecurity,Jabalpur,All,231,30,98,rising,3739,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.734329+00
Data Entry,Lucknow,All,231,-26,-81,declining,0,[],f,2026-03-06 03:15:31.506819+00
AI-assisted Content Moderation,Coimbatore,All,231,82,282,rising,0,[],f,2026-03-06 03:15:31.473326+00
Hardware Troubleshooting,Hyderabad,All,230,-8,-30,declining,0,[],f,2026-03-06 03:15:31.408855+00
Tableau/Power BI,Bhopal,All,230,14,54,rising,1230,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.515202+00
Prompt Engineering,Coimbatore,All,230,38,143,rising,0,[],f,2026-03-06 03:15:31.470899+00
AI Quality Review,Hyderabad,All,230,34,129,rising,0,[],f,2026-03-06 03:15:31.400386+00
LLM Fine-Tuning,Kolkata,All,230,26,104,rising,0,[],f,2026-03-06 03:15:31.421525+00
Cybersecurity,Guwahati,All,230,31,99,rising,509,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.702975+00
Filing/Clerical,Ranchi,All,229,-16,-63,declining,0,[],f,2026-03-06 03:15:31.646201+00
Tally Accounting,Vadodara,All,229,-9,-39,declining,0,[],f,2026-03-06 03:15:31.527829+00
Print Media Design,Mangaluru,All,229,-16,-48,declining,0,[],f,2026-03-06 03:15:31.666571+00
Traditional SEO,Hyderabad,All,228,-10,-35,declining,0,[],f,2026-03-06 03:15:31.407407+00
React/Next.js,Guwahati,All,228,21,66,rising,4861,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.702703+00
Machine Learning,Indore,All,228,31,116,rising,219,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.461672+00
Machine Learning,Tiruchirappalli,All,228,29,114,rising,3303,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.680727+00
Salesforce,Jodhpur,All,228,6,34,rising,1518,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.631297+00
Hardware Troubleshooting,Jodhpur,All,227,-5,-27,declining,0,[],f,2026-03-06 03:15:31.636045+00
Cybersecurity,Madurai,All,227,28,96,rising,3336,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cybersecurity Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.607924+00
Tableau/Power BI,Patna,All,227,12,52,rising,1617,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.54629+00
React/Next.js,Mumbai,All,227,18,63,rising,3682,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.370918+00
Cold Calling,Varanasi,All,226,-17,-67,declining,0,[],f,2026-03-06 03:15:31.728354+00
Data Engineering,Patna,All,226,24,84,rising,967,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.545753+00
Network Cabling,Delhi,All,226,-3,-20,declining,0,[],f,2026-03-06 03:15:31.388848+00
Desktop Publishing,Guwahati,All,226,-14,-56,declining,0,[],f,2026-03-06 03:15:31.708858+00
AI-assisted Content Moderation,Hyderabad,All,226,80,280,rising,0,[],f,2026-03-06 03:15:31.402663+00
Python for Data,Nagpur,All,224,28,101,rising,1730,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.451114+00
Machine Learning,Siliguri,All,223,39,124,rising,2494,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.743778+00
Kubernetes/Docker,Coimbatore,All,223,16,64,rising,0,[],f,2026-03-06 03:15:31.474056+00
Product Management,Visakhapatnam,All,223,11,46,rising,0,[],f,2026-03-06 03:15:31.577915+00
Manual Bookkeeping,Indore,All,222,-21,-61,declining,0,[],f,2026-03-06 03:15:31.467913+00
Voice Support,Agra,All,221,-36,-113,declining,0,[],f,2026-03-06 03:15:31.716318+00
Filing/Clerical,Mumbai,All,221,-14,-61,declining,0,[],f,2026-03-06 03:15:31.377667+00
Agile/Scrum,Chandigarh,All,220,15,45,rising,1618,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.557625+00
Agile/Scrum,Visakhapatnam,All,220,17,47,rising,406,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.578174+00
Blockchain,Mangaluru,All,220,15,40,rising,0,[],f,2026-03-06 03:15:31.663712+00
React/Next.js,Thiruvananthapuram,All,220,14,59,rising,4563,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.586377+00
Agile/Scrum,Bangalore,All,220,8,38,rising,2467,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.3943+00
Shorthand,Dehradun,All,219,-28,-103,declining,0,[],f,2026-03-06 03:15:31.657818+00
Python for Data,Pune,All,219,32,105,rising,152,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.430786+00
Basic Excel,Kochi,All,218,-12,-49,declining,0,[],f,2026-03-06 03:15:31.569412+00
Salesforce,Lucknow,All,218,15,43,rising,365,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.506054+00
Prompt Engineering,Hyderabad,All,218,43,148,rising,0,[],f,2026-03-06 03:15:31.400162+00
Computer Vision,Bhopal,All,218,18,73,rising,0,[],f,2026-03-06 03:15:31.513185+00
UI/UX Design,Dehradun,All,218,16,54,rising,1022,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.651928+00
PHP Development,Patna,All,217,-17,-52,declining,0,[],f,2026-03-06 03:15:31.549424+00
Kubernetes/Docker,Mangaluru,All,217,15,63,rising,0,[],f,2026-03-06 03:15:31.662056+00
Manual Bookkeeping,Bhopal,All,216,-12,-52,declining,0,[],f,2026-03-06 03:15:31.518644+00
VB.NET,Jabalpur,All,216,-15,-42,declining,0,[],f,2026-03-06 03:15:31.742027+00
Computer Vision,Patna,All,216,24,79,rising,0,[],f,2026-03-06 03:15:31.544199+00
Dreamweaver,Indore,All,216,-2,-17,declining,0,[],f,2026-03-06 03:15:31.470659+00
Salesforce,Ranchi,All,215,16,44,rising,1074,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.642206+00
Salesforce,Nagpur,All,215,16,44,rising,2145,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.455068+00
Prompt Engineering,Chennai,All,215,44,149,rising,0,[],f,2026-03-06 03:15:31.410232+00
Copy Typing,Chennai,All,214,-29,-99,declining,0,[],f,2026-03-06 03:15:31.417026+00
AI-assisted Content Moderation,Varanasi,All,213,83,283,rising,0,[],f,2026-03-06 03:15:31.723995+00
Prompt Engineering,Siliguri,All,213,43,148,rising,0,[],f,2026-03-06 03:15:31.742523+00
React/Next.js,Rajkot,All,213,18,63,rising,4184,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.618247+00
AI Quality Review,Indore,All,213,36,131,rising,0,[],f,2026-03-06 03:15:31.460927+00
Dreamweaver,Jabalpur,All,212,-5,-20,declining,0,[],f,2026-03-06 03:15:31.742275+00
Python for Data,Bangalore,All,212,29,102,rising,1228,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.390481+00
Traditional SEO,Nagpur,All,212,-15,-40,declining,0,[],f,2026-03-06 03:15:31.457755+00
Voice Support,Lucknow,All,212,-33,-110,declining,0,[],f,2026-03-06 03:15:31.506556+00
Hardware Troubleshooting,Surat,All,212,-5,-27,declining,0,[],f,2026-03-06 03:15:31.541292+00
Telemarketing,Patna,All,211,-22,-84,declining,0,[],f,2026-03-06 03:15:31.551169+00
AI-assisted Content Moderation,Chandigarh,All,210,77,277,rising,0,[],f,2026-03-06 03:15:31.555874+00
Machine Learning,Kochi,All,210,38,123,rising,1471,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.564593+00
Manual Testing,Tiruchirappalli,All,208,-20,-65,declining,0,[],f,2026-03-06 03:15:31.685389+00
Kubernetes/Docker,Chennai,All,208,22,70,rising,0,[],f,2026-03-06 03:15:31.41348+00
VB.NET,Bangalore,All,207,-9,-36,declining,0,[],f,2026-03-06 03:15:31.399677+00
Manual Testing,Hyderabad,All,207,-21,-66,declining,0,[],f,2026-03-06 03:15:31.405594+00
Dreamweaver,Mangaluru,All,207,-4,-19,declining,0,[],f,2026-03-06 03:15:31.668801+00
Print Media Design,Siliguri,All,207,-18,-50,declining,0,[],f,2026-03-06 03:15:31.750358+00
Kubernetes/Docker,Ahmedabad,All,206,19,67,rising,0,[],f,2026-03-06 03:15:31.443754+00
Manual Bookkeeping,Ahmedabad,All,206,-21,-61,declining,0,[],f,2026-03-06 03:15:31.447484+00
AI-assisted Content Moderation,Surat,All,205,77,277,rising,0,[],f,2026-03-06 03:15:31.534829+00
Python for Data,Lucknow,All,205,33,106,rising,4475,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.501882+00
Data Engineering,Guwahati,All,205,25,85,rising,2616,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.703729+00
AI Quality Review,Nagpur,All,205,42,137,rising,0,[],f,2026-03-06 03:15:31.450876+00
Traditional SEO,Kochi,All,204,-6,-31,declining,0,[],f,2026-03-06 03:15:31.570927+00
Shorthand,Mumbai,All,204,-34,-109,declining,0,[],f,2026-03-06 03:15:31.378992+00
Telemarketing,Delhi,All,204,-28,-90,declining,0,[],f,2026-03-06 03:15:31.387857+00
Data Engineering,Pune,All,204,19,79,rising,4932,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.43351+00
Basic Excel,Delhi,All,203,-16,-53,declining,0,[],f,2026-03-06 03:15:31.385638+00
Print Media Design,Coimbatore,All,203,-11,-43,declining,0,[],f,2026-03-06 03:15:31.478536+00
Kubernetes/Docker,Patna,All,202,22,70,rising,0,[],f,2026-03-06 03:15:31.546039+00
Manual Testing,Pune,All,201,-14,-59,declining,0,[],f,2026-03-06 03:15:31.436035+00
Telemarketing,Chandigarh,All,201,-22,-84,declining,0,[],f,2026-03-06 03:15:31.56147+00
Desktop Publishing,Kochi,All,200,-21,-63,declining,0,[],f,2026-03-06 03:15:31.571416+00
Data Entry,Siliguri,All,200,-26,-81,declining,0,[],f,2026-03-06 03:15:31.748023+00
React/Next.js,Bangalore,All,199,13,58,rising,3344,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.392007+00
AI Quality Review,Delhi,All,198,34,129,rising,0,[],f,2026-03-06 03:15:31.380034+00
Computer Vision,Varanasi,All,198,17,72,rising,0,[],f,2026-03-06 03:15:31.722955+00
Cloud Computing (AWS),Mumbai,All,197,27,90,rising,1967,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.369647+00
Agile/Scrum,Indore,All,196,10,40,rising,2097,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.46503+00
React/Next.js,Delhi,All,196,16,61,rising,2186,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.38178+00
AI Quality Review,Jaipur,All,196,37,132,rising,0,[],f,2026-03-06 03:15:31.481347+00
Cold Calling,Dehradun,All,195,-23,-73,declining,0,[],f,2026-03-06 03:15:31.654868+00
Dreamweaver,Dehradun,All,195,-10,-25,declining,0,[],f,2026-03-06 03:15:31.658336+00
Print Media Design,Ahmedabad,All,194,-16,-48,declining,0,[],f,2026-03-06 03:15:31.447975+00
Prompt Engineering,Thiruvananthapuram,All,194,42,147,rising,0,[],f,2026-03-06 03:15:31.58419+00
AI Quality Review,Dehradun,All,194,42,137,rising,0,[],f,2026-03-06 03:15:31.648221+00
Shorthand,Hubli,All,192,-32,-107,declining,0,[],f,2026-03-06 03:15:31.678827+00
Salesforce,Patna,All,192,6,34,rising,2524,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.547431+00
Voice Support,Hubli,All,192,-34,-111,declining,0,[],f,2026-03-06 03:15:31.674489+00
Cloud Computing (AWS),Hyderabad,All,192,21,84,rising,2190,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.400923+00
Tableau/Power BI,Mangaluru,All,192,15,55,rising,4613,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Tableau/Power BI Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.662305+00
Telemarketing,Bhopal,All,192,-25,-87,declining,0,[],f,2026-03-06 03:15:31.519622+00
PHP Development,Coimbatore,All,191,-9,-44,declining,0,[],f,2026-03-06 03:15:31.477234+00
Data Engineering,Siliguri,All,191,21,81,rising,3627,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.745777+00
DevOps/CI-CD,Delhi,All,190,15,65,rising,4977,"[{""url"": ""https://nptel.ac.in"", ""name"": ""DevOps/CI-CD Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.381536+00
Hardware Troubleshooting,Lucknow,All,190,-13,-35,declining,0,[],f,2026-03-06 03:15:31.510316+00
Natural Language Processing,Siliguri,All,189,36,124,rising,0,[],f,2026-03-06 03:15:31.745522+00
VB.NET,Mumbai,All,189,-9,-36,declining,0,[],f,2026-03-06 03:15:31.379258+00
Shorthand,Varanasi,All,189,-33,-108,declining,0,[],f,2026-03-06 03:15:31.731126+00
Tally Accounting,Indore,All,189,-11,-41,declining,0,[],f,2026-03-06 03:15:31.466803+00
Legacy COBOL,Mangaluru,All,189,-13,-33,declining,0,[],f,2026-03-06 03:15:31.667554+00
Salesforce,Indore,All,189,14,42,rising,202,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.465277+00
Filing/Clerical,Ahmedabad,All,188,-21,-68,declining,0,[],f,2026-03-06 03:15:31.448759+00
AI-assisted Content Moderation,Rajkot,All,188,84,284,rising,0,[],f,2026-03-06 03:15:31.618747+00
Manual Bookkeeping,Dehradun,All,188,-19,-59,declining,0,[],f,2026-03-06 03:15:31.655431+00
Cloud Computing (AWS),Patna,All,188,25,88,rising,3295,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.543352+00
Agile/Scrum,Dehradun,All,188,11,41,rising,4789,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.65246+00
Dreamweaver,Mumbai,All,188,-7,-22,declining,0,[],f,2026-03-06 03:15:31.379541+00
Desktop Publishing,Jabalpur,All,188,-20,-62,declining,0,[],f,2026-03-06 03:15:31.740204+00
Natural Language Processing,Ahmedabad,All,187,31,119,rising,0,[],f,2026-03-06 03:15:31.443265+00
Salesforce,Madurai,All,186,8,36,rising,4455,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Salesforce Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.610404+00
Blockchain,Kolkata,All,186,7,32,rising,0,[],f,2026-03-06 03:15:31.425139+00
Tally Accounting,Delhi,All,186,-12,-42,declining,0,[],f,2026-03-06 03:15:31.385896+00
Product Management,Thiruvananthapuram,All,185,11,46,rising,0,[],f,2026-03-06 03:15:31.588395+00
UI/UX Design,Kolkata,All,185,18,56,rising,493,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.423985+00
React/Next.js,Jodhpur,All,185,16,61,rising,3473,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.62881+00
Network Cabling,Kochi,All,185,-5,-22,declining,0,[],f,2026-03-06 03:15:31.572674+00
Machine Learning,Visakhapatnam,All,185,31,116,rising,4175,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.574787+00
Prompt Engineering,Raipur,All,184,40,145,rising,0,[],f,2026-03-06 03:15:31.690185+00
Python for Data,Bhopal,All,184,28,101,rising,4463,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.512205+00
Cloud Computing (AWS),Chandigarh,All,184,29,92,rising,2319,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Cloud Computing (AWS) Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.553917+00
Agile/Scrum,Guwahati,All,184,8,38,rising,2436,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.705011+00
Natural Language Processing,Mangaluru,All,184,37,125,rising,0,[],f,2026-03-06 03:15:31.66155+00
Manual Bookkeeping,Chandigarh,All,183,-20,-60,declining,0,[],f,2026-03-06 03:15:31.560475+00
Tally Accounting,Bangalore,All,183,-14,-44,declining,0,[],f,2026-03-06 03:15:31.396058+00
Manual Testing,Nashik,All,183,-20,-65,declining,0,[],f,2026-03-06 03:15:31.496903+00
Computer Vision,Dehradun,All,183,24,79,rising,0,[],f,2026-03-06 03:15:31.64961+00
Print Media Design,Delhi,All,183,-11,-43,declining,0,[],f,2026-03-06 03:15:31.387339+00
Data Engineering,Ranchi,All,183,20,80,rising,3689,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Data Engineering Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.640707+00
React/Next.js,Patna,All,183,18,63,rising,3015,"[{""url"": ""https://nptel.ac.in"", ""name"": ""React/Next.js Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.544754+00
Filing/Clerical,Jaipur,All,182,-24,-71,declining,0,[],f,2026-03-06 03:15:31.489529+00
Dreamweaver,Patna,All,182,-10,-25,declining,0,[],f,2026-03-06 03:15:31.552918+00
Filing/Clerical,Kolkata,All,182,-18,-65,declining,0,[],f,2026-03-06 03:15:31.428578+00
Agile/Scrum,Chennai,All,181,14,44,rising,4708,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Agile/Scrum Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.414476+00
Python for Data,Delhi,All,181,30,103,rising,2676,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Python for Data Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.380284+00
Machine Learning,Ranchi,All,180,31,116,rising,2190,"[{""url"": ""https://nptel.ac.in"", ""name"": ""Machine Learning Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.638575+00
Traditional SEO,Nashik,All,180,-10,-35,declining,0,[],f,2026-03-06 03:15:31.498637+00
UI/UX Design,Raipur,All,179,14,52,rising,4972,"[{""url"": ""https://nptel.ac.in"", ""name"": ""UI/UX Design Basics"", ""provider"": ""NPTEL""}]",t,2026-03-06 03:15:31.694123+00
Data Entry,Pune,All,179,-25,-80,declining,0,[],f,2026-03-06 03:15:31.435777+00
Shorthand,Ranchi,All,179,-29,-104,declining,0,[],f,2026-03-06 03:15:31.647193+00
Prompt Engineering,Tiruchirappalli,All,179,42,147,rising,0,[],f,2026-03-06 03:15:31.679584+00
Kubernetes/Docker,Ranchi,All,178,16,64,rising,0,[],f,2026-03-06 03:15:31.640951+00
